,page,country,rev_id,article_quality_est,FIPS,Name,Type,TimeFrame,Data (M),Population
20476,Henry Harvey Williams,Saint Vincent and the Grenadines,784724223,Start,,,,,,
20482,Henry Torrens,Cape Colony,784726341,Start,,,,,,
20500,John Moore Caldicott,Rhodesian,784757829,Start,,,,,,
20501,John Ralph Beaumont,Rhodesian,784758963,Start,,,,,,
20506,Frederick Schermbrucker,Cape Colony,784765242,Start,,,,,,
20512,Leonard Ray Morgan,Rhodesian,784769027,Start,,,,,,
20514,List of Bailiffs of Guernsey,Guernsey,784770354,Start,,,,,,
20525,Monica Dacon,Saint Vincent and the Grenadines,784784479,Stub,,,,,,
20530,Ngamau Munokoa,Cook Island,784786128,Start,,,,,,
20545,Raleigh Grey,Rhodesian,784826325,Start,,,,,,
20549,Petr Bendl,Czech Republic,784826685,Start,,,,,,
20550,Petr Gandalovič,Czech Republic,784826720,Start,,,,,,
20552,Richard Solomon (Attorney General),Cape Colony,784829553,Start,,,,,,
20553,Robert Clarkson Tredgold,Rhodesian,784830601,Start,,,,,,
20555,Robert James Hudson,Rhodesian,784831407,B,,,,,,
20566,Terry Le Sueur,Jersey,784849252,Stub,,,,,,
20570,Tony Longrigg,Montserratian,784856577,Stub,,,,,,
20571,Walter Hely-Hutchinson,Cape Colony,784862369,Start,,,,,,
20575,William Harper (Rhodesian politician),Rhodesian,784870217,FA,,,,,,
20580,Deborah Barnes-Jones,Montserratian,784875662,Start,,,,,,
20606,Tomáš Vandas,Czech Republic,784968648,Start,,,,,,
20612,Rowan Cronjé,Rhodesian,784974615,GA,,,,,,
20661,Robert Mayr-Harting,Czech Republic,785085345,Stub,,,,,,
20668,Marie Grace Augustin,Saint Lucian,785101569,C,,,,,,
20705,Aziz Aliyev,Dagestani,785202362,C,,,,,,
20736,Alfonso Quiñónez Molina,Salvadoran,785229840,Stub,,,,,,
20776,Lee Hae-chan,South Korean,785317852,Start,,,,,,
20817,Karel Havlíček Borovský,Czech Republic,785407597,C,,,,,,
20863,David Aubrey Scott,Pitcairn Islands,785508390,Start,,,,,,
20868,Mukhu Aliyev,Dagestani,785532389,Start,,,,,,
20885,Tui Manuʻa Elisala,Samoan,785553682,Start,,,,,,
20890,Henry White (Cape Treasurer General),Cape Colony,785566972,C,,,,,,
20920,Ntfombi of Swaziland,Swaziland,785654533,C,,,,,,
21089,Jorge Meléndez,Salvadoran,786063735,Stub,,,,,,
21101,Carmen Elena Figueroa,Salvadoran,786068145,Stub,,,,,,
21131,Ljupco Andonovski,Macedonia,786138077,Stub,,,,,,
21134,Jacobus Wilhelmus Sauer,Cape Colony,786142993,C,,,,,,
21147,Jan Černý,Czech Republic,786162238,Start,,,,,,
21149,María Antonieta de Bográn,Hondura,786165176,Stub,,,,,,
21155,Don Filleul,Jersey,786175308,Stub,,,,,,
21164,Zakan Jugelia,Abkhazia,786203824,Start,,,,,,
21173,Head of the Chechen Republic,Chechen,786231010,Start,,,,,,
21234,Guy Powles,Tokelauan,786375181,C,,,,,,
21248,Josef Frank (politician),Czech Republic,786399604,Stub,,,,,,
21292,Felipe Codallos,Salvadoran,786492357,Stub,,,,,,
21293,Tomás Regalado (Salvadoran politician),Salvadoran,786492366,Stub,,,,,,
21328,Lambert Mende Omalanga,"Congo, Dem. Rep. of",786579616,Stub,,,,,,
21340,Edgar Whitehead,Rhodesian,786601705,Start,,,,,,
21345,Philip Kinsky of Wchinitz and Tettau,Czech Republic,786612217,Start,,,,,,
21353,Henry Puna,Cook Island,786648340,C,,,,,,
21358,Henry Hamilton Beamish,Rhodesian,786659504,Start,,,,,,
21390,Justine Kasa-Vubu,"Congo, Dem. Rep. of",786751925,Start,,,,,,
21397,Mata'afa,Samoan,786776338,Start,,,,,,
21410,Charles Lennox Stretch,Cape Colony,786803200,Start,,,,,,
21464,Cléophas Kamitatu,"Congo, Dem. Rep. of",786874201,C,,,,,,
21504,John Tengo Jabavu,Cape Colony,786916027,Start,,,,,,
21536,Philip John Stigant,Cape Colony,786972727,Start,,,,,,
21552,Kuniwo Nakamura,Palauan,786992351,Start,,,,,,
21569,Augustus Asplet Le Gros,Jersey,787012860,Start,,,,,,
21587,Philippe Langlois,Jersey,787046159,Stub,,,,,,
21588,Moana Ioane,Cook Island,787050138,Stub,,,,,,
21620,Lionel Cripps,Rhodesian,787105083,Start,,,,,,
21639,A. R. Colquhoun,Rhodesian,787147677,Start,,,,,,
21656,Mairbek Sheripov,Chechen,787163671,Stub,,,,,,
21705,Marguerite Story,Cook Island,787227714,Start,,,,,,
21774,François Amichia,Ivorian,787310676,Stub,,,,,,
21892,Jean Nguza Karl-i-Bond,"Congo, Dem. Rep. of",787378464,Start,,,,,,
21930,Abdilaqim Ademi,Macedonia,787391041,Start,,,,,,
22002,Agnethe Davidsen,Greenlandic,787423025,Stub,,,,,,
22014,Aboubakar Diaby Ouattara,Ivorian,787437447,Stub,,,,,,
22076,Polataivao Fosi,Samoan,787519332,C,,,,,,
22103,Henry Pottinger,Cape Colony,787552653,C,,,,,,
22117,Adam Bombolé,"Congo, Dem. Rep. of",787602247,Stub,,,,,,
22120,Transvaal Civil War,South African Republic,787611475,C,,,,,,
22181,Adolphe Lumanu,"Congo, Dem. Rep. of",787715913,Stub,,,,,,
22182,Adolphe Muzito cabinet,"Congo, Dem. Rep. of",787716080,Start,,,,,,
22235,Justin Marie Bomboko,"Congo, Dem. Rep. of",787797355,Start,,,,,,
22270,John McChlery,Rhodesian,787854502,Stub,,,,,,
22331,Timco Mucunski,Macedonia,787914897,Start,,,,,,
22359,"Salim bin Thuwaini, Sultan of Muscat and Oman",Omani,787929352,Start,,,,,,
22364,Luboš Dobrovský,Czech Republic,787952395,Stub,,,,,,
22367,Bedřich Moldan,Czech Republic,787952868,Stub,,,,,,
22370,Diane Lewis (Guernsey legislator),Guernsey,787954113,Stub,,,,,,
22371,Wendy Morgan (politician),Guernsey,787954138,Stub,,,,,,
22374,Sarah Craig Ferguson,Jersey,787955357,Start,,,,,,
22375,Wendy Kinnard,Jersey,787955613,Stub,,,,,,
22377,Iris Le Feuvre,Jersey,787956265,Start,,,,,,
22378,Judy Martin (politician),Jersey,787956300,Stub,,,,,,
22379,Kristina Moore,Jersey,787956364,Start,,,,,,
22380,Susan Pinel,Jersey,787956392,Stub,,,,,,
22381,Shona Pitman,Jersey,787956492,Stub,,,,,,
22382,Anne Pryke,Jersey,787956513,Stub,,,,,,
22383,Corrie Stein,Jersey,787956597,Stub,,,,,,
22385,Tracey Vallois,Jersey,787957954,Stub,,,,,,
22395,Attorney General of Saint Kitts and Nevis,Saint Kitts and Nevis,787971501,Start,,,,,,
22398,Camillo Gonsalves,Saint Vincent and the Grenadines,787976333,Start,,,,,,
22404,Christian Atoki Ileka,"Congo, Dem. Rep. of",787978838,Stub,,,,,,
22434,Gabriela Konevska-Trajkovska,Macedonia,787991725,Stub,,,,,,
22435,Ilinka Mitreva,Macedonia,787991780,Stub,,,,,,
22449,Igor Džundev,Macedonia,788000145,Stub,,,,,,
22483,Martin Palouš,Czech Republic,788015952,Start,,,,,,
22487,Milena Pires,East Timorese,788017619,Start,,,,,,
22512,Paul Joseph Mukungubila Mutombo,"Congo, Dem. Rep. of",788024194,C,,,,,,
22518,Ljube Boškoski,Macedonia,788026057,C,,,,,,
22549,Ferdinand Essandja,"Congo, Dem. Rep. of",788054013,Stub,,,,,,
22562,Youssouf Bakayoko,Ivorian,788065543,Stub,,,,,,
22585,Thomas Charles Scanlen,Cape Colony,788098639,C,,,,,,
22600,Hermann Zwierzina,Czech Republic,788121309,Stub,,,,,,
22680,Eduard Zeman,Czech Republic,788178766,Stub,,,,,,
22752,Clement Arrindell,Saint Kitts and Nevis,788231533,Start,,,,,,
22764,Apenera Short,Cook Island,788240713,Start,,,,,,
22789,Doroteo Vasconcelos,Salvadoran,788264133,GA,,,,,,
22863,Harold Smedley,Pitcairn Islands,788318957,Start,,,,,,
22867,Chantal Compaoré,Ivorian,788330706,GA,,,,,,
22883,Saul Solomon,Cape Colony,788361321,C,,,,,,
22930,Richard Bienert,Czech Republic,788410657,Start,,,,,,
22942,Désiré Tagro,Ivorian,788421683,Start,,,,,,
22974,Peter de Havilland,Guernsey,788446515,C,,,,,,
22975,Alfredo Cristiani,Salvadoran,788447923,C,,,,,,
22979,Alfredo Pires,East Timorese,788450147,Stub,,,,,,
22992,Mamadou Koulibaly,Ivorian,788462808,C,,,,,,
22999,Martin Kabwelulu,"Congo, Dem. Rep. of",788465848,Start,,,,,,
23063,Pascal Affi N'Guessan,Ivorian,788498433,C,,,,,,
23065,Mana Strickland,Cook Island,788499686,Start,,,,,,
23122,Tommy Remengesau,Palauan,788566799,C,,,,,,
23123,Thomas Remengesau Sr.,Palauan,788566961,Stub,,,,,,
23126,Ngiratkel Etpison,Palauan,788567219,Start,,,,,,
23181,Tony Tuimavave,Samoan,788649434,Start,,,,,,
23209,Alphonso Theodore Roberts,Saint Vincent and the Grenadines,788672768,Start,,,,,,
23267,Thomas Upington,Cape Colony,788717893,C,,,,,,
23320,Zoran Veruševski,Macedonia,788727080,Stub,,,,,,
23322,Alvina Reynolds,Saint Lucian,788727127,Stub,,,,,,
24073,Étienne Djaument,Ivorian,788825623,Stub,,,,,,
24084,Victor Biaka Boda,Ivorian,788825785,Stub,,,,,,
24131,Loubo Augustin Djessou,Ivorian,788827789,Stub,,,,,,
24150,Rahila Al Riyami,Omani,788828342,Stub,,,,,,
24791,William (Smiley) Heather,Cook Island,788897273,Start,,,,,,
24792,Rose Toki-Brown,Cook Island,788897549,Stub,,,,,,
24794,Teina Bishop,Cook Island,788898457,Start,,,,,,
24797,Pumati Israela,Cook Island,788899523,Stub,,,,,,
25385,William Henry Bramble,Montserratian,788976365,C,,,,,,
25432,Niels Winther Poulsen,Faroese,789029085,Stub,,,,,,
25437,Raul Eshba,Abkhazia,789039267,Stub,,,,,,
25454,Andrej Einspieler,Carniolan,789072979,Start,,,,,,
25455,Andrej Žernovski,Macedonia,789073582,Start,,,,,,
25481,Václav Hampl,Czech Republic,789102318,Start,,,,,,
25489,Andries Stockenström (judge),Cape Colony,789120101,C,,,,,,
25619,Robert Wynyard,Cape Colony,789258720,C,,,,,,
25657,Ivan Lorković,Carniolan,789263095,Start,,,,,,
25919,Janko Kersnik,Carniolan,789273199,Start,,,,,,
26534,Bjørt Samuelsen,Faroese,789306157,Start,,,,,,
26589,Jenis av Rana,Faroese,789307497,Start,,,,,,
26590,Heðin Mortensen,Faroese,789307569,Start,,,,,,
26591,Rasmus Effersøe,Faroese,789307632,Start,,,,,,
26596,Trygvi Samuelsen,Faroese,789308387,Start,,,,,,
26597,Eilif Samuelsen,Faroese,789308554,Stub,,,,,,
26656,Jógvan Skorheim,Faroese,789310556,Start,,,,,,
26772,Alu Alkhanov,Chechen,789327678,C,,,,,,
26782,Adam Delimkhanov,Chechen,789328171,Start,,,,,,
26783,Alexander Dzasokhov,Ossetian,789328182,Start,,,,,,
26814,Magomedali Magomedov,Dagestani,789329935,Start,,,,,,
27072,Antipas Mbusa,"Congo, Dem. Rep. of",789437538,Start,,,,,,
27119,Aké Loba,Ivorian,789476691,Stub,,,,,,
27126,Laurent Mbariko,"Congo, Dem. Rep. of",789487250,Start,,,,,,
27169,Jeremiah Chirau,Rhodesian,789545107,Stub,,,,,,
27178,Miroslav Grebeníček,Czech Republic,789546047,Stub,,,,,,
27179,Vlasta Štěpová,Czech Republic,789546066,Stub,,,,,,
27180,Egon Lánský,Czech Republic,789546079,Start,,,,,,
27181,Antonín Prachař,Czech Republic,789546102,Stub,,,,,,
27182,Milan Horálek,Czech Republic,789546147,Stub,,,,,,
27232,Orle Solís,Hondura,789599196,Stub,,,,,,
27233,Sergio Arturo Castellanos,Hondura,789599235,Stub,,,,,,
27234,Hipólita Rodríguez,Hondura,789599241,Stub,,,,,,
27235,German Leitzelar,Hondura,789599248,Stub,,,,,,
27236,Marco Antonio Andino,Hondura,789599260,Stub,,,,,,
27237,Lisandro Mauricio Arias,Hondura,789599265,Stub,,,,,,
27238,José Azcona Bocock,Hondura,789599272,Stub,,,,,,
27239,Yadira Bendaña,Hondura,789599288,Stub,,,,,,
27240,José Rosario Bonano,Hondura,789599294,Stub,,,,,,
27241,Romualdo Bueso Melghem,Hondura,789599300,Stub,,,,,,
27242,Teófilo Enamorado,Hondura,789599316,Stub,,,,,,
27243,Gabo Alfredo Jalil,Hondura,789599319,Stub,,,,,,
27244,Eleazar Alexander Juárez,Hondura,789599323,Stub,,,,,,
27245,Carlos Alfredo Lara Watson,Hondura,789599331,Stub,,,,,,
27246,Wenceslao Lara Orellana,Hondura,789599336,Stub,,,,,,
27247,Maria Aracely Leiva,Hondura,789599343,Stub,,,,,,
27248,Fredy Renán Nájera,Hondura,789599348,Stub,,,,,,
27249,Waldina Paz,Hondura,789599355,Stub,,,,,,
27250,Jesús Dagoberto Perdomo,Hondura,789599360,Stub,,,,,,
27251,Modesto Rodas Alvarado,Hondura,789599369,Stub,,,,,,
27252,Erick Mauricio Rodríguez,Hondura,789599374,Stub,,,,,,
27253,Víctor Rolando Sabillón,Hondura,789599381,Stub,,,,,,
27254,Dennis Antonio Sánchez,Hondura,789599388,Stub,,,,,,
27255,Elman Joel Sandoval,Hondura,789599393,Stub,,,,,,
27256,Mario Edgardo Segura,Hondura,789599398,Stub,,,,,,
27257,Perla Simons,Hondura,789599401,Stub,,,,,,
27258,Felipe Zúniga del Cid,Hondura,789599406,Stub,,,,,,
27259,Juan Francisco Argeñal,Hondura,789599415,Stub,,,,,,
27260,Nasry Asfura,Hondura,789599418,Stub,,,,,,
27261,Yaudet Burbara,Hondura,789599427,Stub,,,,,,
27262,Oscar Orlando Burgos,Hondura,789599429,Stub,,,,,,
27263,Wilfredo Bustillo Castellanos,Hondura,789599434,Stub,,,,,,
27264,Victoria Carrasco,Hondura,789599444,Stub,,,,,,
27265,Gladys Bernarda Casco,Hondura,789599449,Stub,,,,,,
27266,Rigoberto Chang Castillo,Hondura,789599455,Stub,,,,,,
27267,María Teresa Chávez,Hondura,789599463,Stub,,,,,,
27268,Alberto Chedrani,Hondura,789599476,Stub,,,,,,
27269,Celín Discua,Hondura,789599485,Stub,,,,,,
27270,Martha Concepción Figueroa,Hondura,789599488,Stub,,,,,,
27271,Brenda Mercedes Flores,Hondura,789599496,Stub,,,,,,
27272,Julio César Gámez Interiano,Hondura,789599506,Stub,,,,,,
27273,Roberto Gámez Panchamé,Hondura,789599509,Stub,,,,,,
27274,Miguel Ángel Gámez,Hondura,789599513,Stub,,,,,,
27275,Lorena Enriqueta Herrera,Hondura,789599522,Stub,,,,,,
27276,Rodolfo Irias Navas,Hondura,789599528,Stub,,,,,,
27277,Abraham Kafati Díaz,Hondura,789599532,Stub,,,,,,
27278,Juan Fernando Lobo,Hondura,789599542,Stub,,,,,,
27279,Miguel Edgardo Martínez,Hondura,789599547,Stub,,,,,,
27280,Eliseo Noel Mejía,Hondura,789599561,Stub,,,,,,
27281,Oscar Ramón Nájera,Hondura,789599562,Stub,,,,,,
27282,Claudio Roberto Perdomo,Hondura,789599568,Stub,,,,,,
27283,Mario Alonso Pérez López,Hondura,789599570,Stub,,,,,,
27284,Milton Jesús Puerto,Hondura,789599575,Stub,,,,,,
27285,Oswaldo Ramos Soto,Hondura,789599581,Stub,,,,,,
27286,Donaldo Ernesto Reyes,Hondura,789599586,Stub,,,,,,
27287,Antonio Rivera Callejas,Hondura,789599589,Stub,,,,,,
27288,José Juan Rivera Ramos,Hondura,789599594,Stub,,,,,,
27289,Salvador Valeriano Pineda,Hondura,789599607,Stub,,,,,,
27290,Welsy Vásquez,Hondura,789599609,Stub,,,,,,
27291,José Rodolfo Zelaya,Hondura,789599615,Stub,,,,,,
27292,Yessenia Coely Zelaya,Hondura,789599618,Stub,,,,,,
27293,Adela Elizabeth Zúñiga,Hondura,789599620,Stub,,,,,,
27294,Ramón Villeda Bermúdez,Hondura,789600726,Stub,,,,,,
27295,Jorge Aguilar Paredes,Hondura,789600760,Stub,,,,,,
27296,Andrés Pavón,Hondura,789600953,Stub,,,,,,
27297,Marvin Ponce,Hondura,789600975,Stub,,,,,,
27298,Jorge Elvir,Hondura,789601015,Stub,,,,,,
27299,Rodolfo Padilla Sunseri,Hondura,789601536,Stub,,,,,,
27409,"John de Villiers, 1st Baron de Villiers",Cape Colony,789675927,C,,,,,,
27410,Ivan Šusteršič,Carniolan,789681987,Start,,,,,,
27413,Winston Field,Rhodesian,789689591,C,,,,,,
27420,Louis Zachariasen,Faroese,789708924,Start,,,,,,
27487,"Sir Philip Carteret, 1st Baronet",Jersey,789753704,Stub,,,,,,
27488,"Sir Philip Carteret, 2nd Baronet",Jersey,789753711,Stub,,,,,,
27495,Arnhim Eustace,Saint Vincent and the Grenadines,789761357,C,,,,,,
27496,List of rulers of Oman,Omani,789761641,B,,,,,,
27517,Arsene James,Saint Lucian,789789654,Stub,,,,,,
27613,Bagrat Shinkuba,Abkhazia,789818648,Start,,,,,,
27614,Samson Chanba,Abkhazia,789818730,Start,,,,,,
27673,Union of Congolese Patriots,"Congo, Dem. Rep. of",789898887,Start,,,,,,
27689,John Kemys Spencer-Churchill,Montserratian,789918293,Stub,,,,,,
27705,Gavin St Pier,Guernsey,789938377,Stub,,,,,,
27717,Aslambek Aslakhanov,Chechen,789949907,Stub,,,,,,
27720,Aslanbek Bulatsev,South Ossetian,789950396,Start,,,,,,
27786,Raynold Oilouch,Palauan,789983618,Stub,,,,,,
27971,Howard Unwin Moffat,Rhodesian,790010191,Start,,,,,,
27985,Bheki Dlamini,Swaziland,790010530,Stub,,,,,,
27986,Bhekimpi Dlamini,Swaziland,790010540,Stub,,,,,,
27987,Jameson Mbilini Dlamini,Swaziland,790010556,Stub,,,,,,
27988,Lutfo Dlamini,Swaziland,790010558,Stub,,,,,,
27989,Mabandla Dlamini,Swaziland,790010563,Stub,,,,,,
27990,Makhosini Dlamini,Swaziland,790010573,Stub,,,,,,
27991,Mphiwa Dlamini,Swaziland,790010577,Stub,,,,,,
27992,Obed Dlamini,Swaziland,790010578,Stub,,,,,,
27993,Paul Dlamini,Swaziland,790010579,Stub,,,,,,
27994,Themba Dlamini,Swaziland,790010705,Stub,,,,,,
27995,Njabulo Mabuza,Swaziland,790010716,Stub,,,,,,
27996,Charles Myeza,Swaziland,790010723,Stub,,,,,,
27997,Sishayi Nxumalo,Swaziland,790010729,Stub,,,,,,
27998,Paul Shabangu,Swaziland,790010732,Stub,,,,,,
27999,Trusty Gina,Swaziland,790010783,Stub,,,,,,
28000,Marwick Khumalo,Swaziland,790010820,Stub,,,,,,
28001,Lazarus Salii,Palauan,790011394,Stub,,,,,,
28043,Mincho Jordanov,Macedonia,790065914,Stub,,,,,,
28056,Prince Sozisa Dlamini,Swaziland,790090661,B,,,,,,
28194,Yu Myung-hwan,South Korean,790178486,Stub,,,,,,
28195,Yoon Young-kwan,South Korean,790178940,Start,,,,,,
28196,Yoon Jeung-hyun,South Korean,790179508,Stub,,,,,,
28198,Suh Sang-chul,South Korean,790180349,Start,,,,,,
28228,Philipp von Cobenzl,Carniolan,790213148,Start,,,,,,
28257,Aya Virginie Toure,Ivorian,790279945,C,,,,,,
28305,Azarias Ruberwa,"Congo, Dem. Rep. of",790305725,Start,,,,,,
28346,Antonín Novotný,Czech Republic,790372008,C,,,,,,
28370,Ngedikes Olai Uludong,Palauan,790410665,Start,,,,,,
28386,Mireya Agüero,Hondura,790412309,Start,,,,,,
28387,María Dolores Agüero,Hondura,790412332,Start,,,,,,
28398,Sarah Flood-Beaubrun,Saint Lucian,790422420,Start,,,,,,
28403,Gordana Jankuloska,Macedonia,790422718,Stub,,,,,,
28409,Sandra Pierantozzi,Palauan,790423026,Stub,,,,,,
28433,Sašo Mijalkov,Macedonia,790441999,Start,,,,,,
28452,Bak Maeng-woo,South Korean,790471224,C,,,,,,
28459,"Henry Carteret, 1st Baron Carteret",Jersey,790484914,C,,,,,,
28514,Banyingela Kasonga,"Congo, Dem. Rep. of",790586686,Start,,,,,,
28537,Zuzana Brzobohatá,Czech Republic,790608148,Stub,,,,,,
28538,Alena Palečková,Czech Republic,790608180,Stub,,,,,,
28539,Zuzana Roithová,Czech Republic,790608186,Start,,,,,,
28566,Reuben Meade,Montserratian,790614135,Start,,,,,,
28575,Andreas Fakudze,Swaziland,790636139,Stub,,,,,,
28585,Salesio Lui,Tokelauan,790644183,Stub,,,,,,
28586,Kuresa Nasau,Tokelauan,790644216,Stub,,,,,,
28589,Patuki Isaako,Tokelauan,790644404,Stub,,,,,,
28592,Kolouei O'Brien,Tokelauan,790647368,Stub,,,,,,
28662,Anicet Kashamura,"Congo, Dem. Rep. of",790738130,Stub,,,,,,
28713,"List of MPs elected in the Czech legislative election, 2017",Czech Republic,790838510,Stub,,,,,,
28760,List of high commissioners of the United Kingdom to New Zealand,Pitcairn Islands,790881651,Start,,,,,,
28793,Sophie Kanza,"Congo, Dem. Rep. of",790942655,Start,,,,,,
28859,Maksim Dimitrievski,Macedonia,791059536,Stub,,,,,,
28868,Bertrand Bisimwa,"Congo, Dem. Rep. of",791074307,Stub,,,,,,
28926,Francis Weston,Guernsey,791169532,C,,,,,,
28936,Bernard Zadi Zaourou,Ivorian,791177695,Stub,,,,,,
29020,Betty Christian,Pitcairn Islands,791265995,Start,,,,,,
29110,Martin Jahn,Czech Republic,791374581,Start,,,,,,
29114,Lee Wan-koo,South Korean,791389950,Start,,,,,,
29388,Ruslan Khasbulatov,Chechen,791803238,Start,,,,,,
29393,Óscar Osorio,Salvadoran,791821555,Start,,,,,,
29471,Bojan Bojanovski,Macedonia,791879937,Stub,,,,,,
29475,Tuimaleali'ifano,Samoan,791884820,Stub,,,,,,
29497,Rosa Elena Bonilla,Hondura,791906998,Stub,,,,,,
29498,Xiomara Castro,Hondura,791907048,C,,,,,,
29499,Lourdes Rodríguez de Flores,Salvadoran,791907279,Stub,,,,,,
29500,Álvaro Magaña,Salvadoran,791907345,Stub,,,,,,
29504,Salvador Castaneda Castro,Salvadoran,791911972,B,,,,,,
29535,Boris Trajkovski,Macedonia,791970429,C,,,,,,
29540,Wilfred Bennett Davidson-Houston,Montserratian,791981452,Start,,,,,,
29545,Mirvan Xhemaili,Macedonia,791991542,Start,,,,,,
29553,List of Presidents of Somaliland,Somaliland,792010538,Start,,,,,,
29563,Charles Kisolokele,"Congo, Dem. Rep. of",792037043,Start,,,,,,
29564,Kim Chang-ryong,South Korean,792037093,Start,,,,,,
29580,Eduardo Gauggel Medina,Hondura,792070727,Stub,,,,,,
29621,Branko Crvenkovski,Macedonia,792146742,Start,,,,,,
29659,Philip Edmond Wodehouse,Cape Colony,792178662,C,,,,,,
29773,Julio Adalberto Rivera Carballo,Salvadoran,792385744,Start,,,,,,
29800,Tapley Seaton,Saint Kitts and Nevis,792406694,Start,,,,,,
29808,Pavel Rychetský,Czech Republic,792417439,Stub,,,,,,
29810,Richard Collas,Guernsey,792424069,Start,,,,,,
29831,Gustáv Slamečka,Czech Republic,792476721,Start,,,,,,
29875,Frank Walker (Jersey politician),Jersey,792567273,Start,,,,,,
29877,Bujar Osmani,Macedonia,792571494,Stub,,,,,,
29891,Annika Olsen,Faroese,792595685,Start,,,,,,
30074,Magomedsalam Magomedov,Dagestani,792949749,Start,,,,,,
30108,"Heroes' Acre, Pretoria",South African Republic,793010122,Start,,,,,,
30142,Edvard Kožušník,Czech Republic,793087579,Stub,,,,,,
30162,Dave Solomon (rugby),Samoan,793129536,Start,,,,,,
30224,Carlos Escaleras,Hondura,793178396,Start,,,,,,
30227,Carlos Gabriel Kattán,Hondura,793179072,Stub,,,,,,
30234,Carlos Ramón Aguilar Guifarro,Hondura,793183704,Stub,,,,,,
30237,Carlos Salazar Castro,Salvadoran,793184472,Start,,,,,,
30275,Carolyn Labey,Jersey,793221391,Stub,,,,,,
30304,Mário Viegas Carrascalão,East Timorese,793270640,B,,,,,,
30307,Páll á Reynatúgvu,Faroese,793276089,Start,,,,,,
30308,Atli Dam,Faroese,793277402,Start,,,,,,
30313,Va'ai Kolone,Samoan,793294077,Start,,,,,,
30361,Henrik Old,Faroese,793353435,Start,,,,,,
30364,Victor Carey,Guernsey,793355768,C,,,,,,
30394,Marita Petersen,Faroese,793394960,Start,,,,,,
30403,Cecil Stanley Harrison,Jersey,793405839,Stub,,,,,,
30456,Antoine Ghonda,"Congo, Dem. Rep. of",793411567,Start,,,,,,
30465,Ndumiso Mamba,Swaziland,793428048,Stub,,,,,,
30487,José Abílio Osório Soares,East Timorese,793454583,Start,,,,,,
30601,Maximiliano Hernández Martínez,Salvadoran,793642670,C,,,,,,
30602,Jan Masaryk,Czech Republic,793642926,C,,,,,,
30603,Charles Aken Fairbridge,Cape Colony,793643575,Stub,,,,,,
30638,Charles Konan Banny,Ivorian,793682835,Start,,,,,,
30762,Elizabeth Carriere,Montserratian,793896767,Stub,,,,,,
30782,Tamaseu Leni Warren,Samoan,793926721,Stub,,,,,,
30854,Reynaldo Galindo Pohl,Salvadoran,794052085,Stub,,,,,,
30875,Abdoulaye Yerodia Ndombasi,"Congo, Dem. Rep. of",794072384,Start,,,,,,
30918,Paul Bolya,"Congo, Dem. Rep. of",794134715,Start,,,,,,
30925,Jan Koukal,Czech Republic,794146543,Stub,,,,,,
30945,Sergey Abramov (politician),Chechen,794171049,Stub,,,,,,
30965,William Howley Goodenough,Cape Colony,794193433,Start,,,,,,
30966,Christine Adjobi,Ivorian,794194775,Stub,,,,,,
30977,Mata'afa Iosefo,Samoan,794202189,Start,,,,,,
31049,George Thomas Napier,Cape Colony,794346758,Start,,,,,,
31114,Ciro Cruz Zepeda,Salvadoran,794459622,Start,,,,,,
31132,José Alfredo Saavedra,Hondura,794482135,Stub,,,,,,
31168,Ken Flower,Rhodesian,794528943,Start,,,,,,
31190,Ana Ligia Mixco Sol de Saca,Salvadoran,794561394,Start,,,,,,
31224,"Clarens, Switzerland",South African Republic,794593079,Start,,,,,,
31231,Malek Bin Sulaiman Al Ma'amari,Omani,794599835,Stub,,,,,,
31262,Yun Duk-min,South Korean,794638210,Stub,,,,,,
31321,William Butler (British Army officer),Cape Colony,794705198,C,,,,,,
31335,"Said bin Sultan, Sultan of Muscat and Oman",Omani,794725141,C,,,,,,
31393,Konris Maynard,Saint Kitts and Nevis,794794927,Stub,,,,,,
31395,Robert Wigmore,Cook Island,794802546,Start,,,,,,
31396,Pukeiti Pukeiti,Cook Island,794802590,Stub,,,,,,
31442,Malik Saidullaev,Chechen,794893770,Start,,,,,,
31464,Meralda Warren,Pitcairn Islands,794905581,C,,,,,,
31575,Carlos Humberto Romero,Salvadoran,794988963,Start,,,,,,
31582,Pavel Bém,Czech Republic,794995687,Start,,,,,,
31636,List of Bailiffs of Jersey,Jersey,795069319,Start,,,,,,
31647,"List of MPs elected in the Czech legislative election, 2013",Czech Republic,795098385,C,,,,,,
31671,Elias Camsek Chin,Palauan,795139723,Start,,,,,,
31749,Joseph Chatoyer,Saint Vincent and the Grenadines,795283194,Start,,,,,,
31795,Louis Straker,Saint Vincent and the Grenadines,795343481,Start,,,,,,
31799,Andrew Skeen (Rhodesia),Rhodesian,795348776,Stub,,,,,,
31808,Zoran Stavreski,Macedonia,795362031,Stub,,,,,,
31813,Hugh Beadle,Rhodesian,795369277,FA,,,,,,
31820,Vít Bárta,Czech Republic,795377941,Stub,,,,,,
31884,Hugh Marshall Hole,Rhodesian,795483112,Start,,,,,,
31997,Cheong Yang-seog,South Korean,795546187,Stub,,,,,,
31998,Chin Young,South Korean,795546191,Start,,,,,,
32003,Kim Kwan-yong,South Korean,795546228,Start,,,,,,
32004,Lee Hahn-koo,South Korean,795546245,Stub,,,,,,
